"Hugo_Symbol","M1","M2","pval","or","ci.up","ci.low","adjPval"
"OTOP3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OTX2",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"OVCH1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OVGP1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OXR1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"P2RY10",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"PABPC4",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"PADI4",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PAK3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PAPL",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PAPSS1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PARP12",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PARP4",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"PARP8",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"PCDH11X",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PCDHAC1",10,5,1,1.07967474752805,4.1665939942807,0.322871117345178,1
"PCDHB15",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PCDHB4",11,6,1,0.984396648525499,3.36745722030887,0.319486401951442,1
"PCDHGA1",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"PCDHGA12",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PCDHGA3",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"PCF11",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PCMTD1",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"PCNXL2",13,7,1,0.998064155449373,3.08036332997825,0.352858095325988,1
"PDE1C",12,7,1,0.915393648942473,2.85983785377962,0.317193340344181,1
"PDE6B",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"PDGFRB",9,5,1,0.965730887700667,3.79489479084319,0.279498089954906,1
"PDHA2",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"PDK4",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PDLIM1",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"PDZRN4",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"PER3",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PGLYRP4",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"PHLDB2",14,8,1,0.935190214214403,2.69095470155175,0.348114397099801,1
"PHLPP2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PI4KB",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PIGV",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"PIK3C2A",11,5,1,1.19516677478342,4.5437010925217,0.367092330454534,1
"PIK3C2G",14,7,1,1.08185869741572,3.30356073728855,0.389132090693962,1
"PKDREJ",10,5,1,1.07967474752805,4.1665939942807,0.322871117345178,1
"PLA1A",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PLA2G4D",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"PLA2G4F",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PLA2R1",18,9,1,1.08416590669915,2.87762177778091,0.437283162137731,1
"PLEKHG2",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"PLEKHG3",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PLEKHG6",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PLEKHH2",9,5,1,0.965730887700667,3.79489479084319,0.279498089954906,1
"PLOD3",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"PLS1",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"PM20D1",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PMS1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PNPLA7",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"POF1B",9,5,1,0.965730887700667,3.79489479084319,0.279498089954906,1
"POGZ",9,5,1,0.965730887700667,3.79489479084319,0.279498089954906,1
"POLN",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"POLQ",12,6,1,1.08075194159642,3.64735942319755,0.358935793882192,1
"POLR2A",10,5,1,1.07967474752805,4.1665939942807,0.322871117345178,1
"POM121L12",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"POTEH",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"PPP1R10",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PPP1R12B",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PRDM9",12,6,1,1.08075194159642,3.64735942319755,0.358935793882192,1
"PRICKLE1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PRKACG",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PRKCD",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PRKCQ",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"PROX2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PRR5-ARHGAP8",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"PRRC2B",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
